CNPJ da instituição financeira credenciada;CNPJ;Valor Contratado em R$ mil;N° de clientes;Navegação;CNPJ da instituição financeira credenciada - formatado;Ano;Município - Nome - Código;Última contratação;Fonte de recurso - tratada;Valor desembolsado tratado;Cliente;Custo financeiro;Data da contratação;Descrição do projeto;Fonte de recurso (desembolsos);Forma de apoio;Inovação;Instituição Financeira Credenciada;Instrumento financeiro;Juros;Modalidade de apoio;Município - código;Município;Natureza do cliente;Número de registros;Número do contrato;Porte do cliente;Prazo - amortização (meses);Prazo - carência (meses);Produto;Setor BNDES;Setor CNAE;Situação do contrato;Subsetor BNDES;Subsetor CNAE - código;Subsetor CNAE - nome;Subsetor CNAE agrupado;Tipo de garantia;UF - nome;UF;Valor contratado  R$;Valor desembolsado R$;Área Operacional
;20320503000151;4499,4;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;CONCORDIA  -  4204301;08/10/2014;-;0;FUNDACAO ARTHUR BERNARDES - FUNARBE;SEM CUSTO;08/10/2014;CRIACAO DE UMA PLATAFORMA TECNOLOGICA PARA MELHORAMENTO GENETICO DE SUINOS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4204301;CONCORDIA;PRIVADA;1;14203001;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;ALIMENTO E BEBIDA;C1012101;ABATE DE AVES;PRODUTOS ALIMENTÍCIOS;NÃO SE APLICA;SANTA CATARINA;SC;4499400;0;AREA DE INDUSTRIA E SERVICOS 1
;47035662000160;3228;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;SAO CARLOS  -  3548906;02/09/2010;-;0;FUNDACAO P INCREMENTO DA PESQUISA E APERFEIC INDUSTRIAL;SEM CUSTO;02/09/2010;DESENVOLVIMENTO DE UM NOVO MODELO, ENVOLVENDO TECNOLOGIA  FOTONICA, PARA DIAGNOSTICO E TRATAMENTO DO CANCER DE PELE, ALEM DA REALIZACAO DE TESTES CLINICOS EM DIVERSOS CENTROS DE SAUDE NO PAIS, COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3548906;SAO CARLOS;PRIVADA;1;09214581;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;MECÂNICA;C2660400;FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;SAO PAULO;SP;3228000;0;AREA DE INDUSTRIA E SERVICOS 1
;5330436000162;25489;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;FORTALEZA  -  2304400;01/12/2010;-;0;FUNDACAO CEARENSE DE PESQUISA E CULTURA;SEM CUSTO;01/12/2010;INVESTIMENTOS NA DOTACAO DE INFRA-ESTRUTURA PARA O CENTRO DE PESQUISA E DESENVOLVIMENTO EM MEDICAMENTOS - CPDM, LOCALIZADO EM FORTALEZA/CE.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;2304400;FORTALEZA;PRIVADA;1;10213201;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2110600;FABRICACAO DE PRODUTOS FARMOQUIMICOS;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;CEARA;CE;25489000;0;AREA DE INDUSTRIA E SERVICOS 1
;72060999000175;7177,5;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2008;RIO DE JANEIRO  -  3304557;19/06/2008;-;0;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;19/06/2008;IMPLEMENTACAO DE PROJETO DE PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS INOVADORAS PARA A PRODUÇÃO DE 3 BIOFÁRMACOS RECOMBINANTES.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;08201341;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;7177500;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;14610,224;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2012;RIO DE JANEIRO  -  3304557;26/12/2012;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;26/12/2012;PESQUISA E DESENVOLVIMENTO DE KIT MULTITESTE UTILIZANDO A PLATAFORMA DE MICROARRANJOS LIQUIDOS;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;11213281;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2123800;FABRICACAO DE PREPARACOES FARMACEUTICAS;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;14610224;0;AREA DE INDUSTRIA E SERVICOS 1
;88630413000109;4375;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;PORTO ALEGRE  -  4314902;30/01/2015;-;0;UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA;SEM CUSTO;30/01/2015;DESENVOLVIMENTO DE UMA NOVA DROGA PARA O TRATAMENTO DA TUBERCULOSE, CONTEMPLANDO A CONCLUSAO DOS TESTES PRE-CLINICOS (EM ANIMAIS) E OS ESTUDOS CLINICOS EM VOLUNTARIOS HUMANOS SADIOS (FASE 1), COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES  FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4314902;PORTO ALEGRE;PRIVADA;1;14209141;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO GRANDE DO SUL;RS;4375000;0;AREA DE INDUSTRIA E SERVICOS 1
;61189445000156;8906,214;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SAO PAULO  -  3550308;30/12/2013;-;0;FUNDACAO BUTANTAN;SEM CUSTO;30/12/2013;DESENVOLVIMENTO DE PRODUTOS E ESCALONAMENTO DE PROCESSO PARA OBTENCAO DE MEDICAMENTO BIOTECNOLOGICO INOVADOR PARA O TRATAMENTO DO CANCER E DESORDENS HEMOSTATICAS (AMBLYOMIN-X)  COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;13207111;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;8906214;0;AREA DE INDUSTRIA E SERVICOS 1
;68314830000127;5421,827;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;SAO PAULO  -  3550308;19/01/2010;-;0;FUNDACAO DE APOIO A UNIVERSIDADE DE SAO PAULO;SEM CUSTO;19/01/2010;ESTRUTURAR O NUCLEO DE TERAPIA CELULAR E MOLECULAR DA USP PARA O DESEVOLVIMENTO DE TECNOLOGIAS DE CULTIVO E MANIPULACAO  DE CELULAS-TRONCO E DISPONIBILIZAR CELULAS-TRONCO EMBRIONARIAS E MESENQUIMAIS ADULTAS PARA A REDE NACIONAL DE TERAPIA CELULAR, COM RECURSOS DO FUNDO TECNOLOGICO-FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;09210661;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;5421827;0;AREA DE INDUSTRIA E SERVICOS 1
;61189445000156;32000;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2008;SAO PAULO  -  3550308;07/05/2008;-;0;FUNDACAO BUTANTAN;SEM CUSTO;07/05/2008;CONCLUSÃO DO DESENVOLVIMENTO DE VACINAS PARA ROTAVÍRUS, DENGUE E LEISHMANIOSE CANINA, BEM COMO A REALIZAÇÃO DOS RESPECTIVOS TESTES CLÍNICOS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;08201151;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121100;FABRICACAO DE MEDICAMENTOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;32000000;0;AREA DE INDUSTRIA E SERVICOS 1
;38174000143;3128;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;BRASILIA  -  5300108;11/11/2011;-;0;FUNDACAO UNIVERSIDADE DE BRASILIA;SEM CUSTO;11/11/2011;DESENVOLVIMENTO DE NOVOS ANTICORPOS MONOCLONAIS PARA O TRATAMENTO DE DOENCAS ONCOLOGICAS E AUTO-IMUNES, COM BASE  NA TECNICA DO DNA RECOMBINANTE, NO AMBITO DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;5300108;BRASILIA;PÚBLICA INDIRETA;1;10218431;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;DISTRITO FEDERAL;DF;3128000;0;AREA DE INDUSTRIA E SERVICOS 1
;60633674000155;6311,599;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SAO PAULO  -  3550308;30/12/2013;-;0;INSTITUTO DE PESQUISAS TECNOLOGICAS DO ESTADO DE SAO PA;SEM CUSTO;30/12/2013;DESENVOLVIMENTO DE PRODUTOS E ESCALONAMENTO DE PROCESSO PARA OBTENCAO DE MEDICAMENTO BIOTECNOLOGICO INOVADOR PARA O TRATAMENTO DO CANCER E DESORDENS HEMOSTATICAS (AMBLYOMIN-X)  COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PÚBLICA INDIRETA;1;13207121;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;6311599;0;AREA DE INDUSTRIA E SERVICOS 1
;2939127000104;6875,42493;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;CAMPINAS  -  3509502;27/02/2014;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;6875424,93;FACTI - FUNDACAO DE APOIO A CAPACITACAO EM TECNOLOGIA D;SEM CUSTO;27/02/2014;DESENVOLVIMENTO DE TECNOLOGIA PARA TRATAMENTO DE RESIDUOS ELETRONICOS CONTENDO METAIS PERIGOSOS E METAIS DE ALTO VALOR AGREGADO POR MEIO DA COMBINACAO DE ROTAS DE HIDROMETALURGIA E BIOMETALURGIA.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;13208371;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INFRAESTRUTURA;COMERCIO E SERVICOS;ATIVO;SERV. UTILIDADE PÚBLICA;E3839401;USINAS DE COMPOSTAGEM;ÁGUA, ESGOTO E LIXO;NÃO SE APLICA;SAO PAULO;SP;6875424,93;6875424,93;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;49607336000106;8254,01827;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;CAMPINAS  -  3509502;15/07/2016;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;6861599,33;FUNDACAO DE DESENVOLVIMENTO DA UNICAMP FUNCAMP;SEM CUSTO;15/07/2016;DESENVOLVIMENTO E TESTE EM ESCALA INDUSTRIAL, DE UMA TECNOLOGIA PROVADA EM LABORATORIO , DE PIROLISE OU QUEBRA DE GASES DE EXAUSTAO DE TERMELETRICA POR MEIO DE CERAMICAS SUSCEPTORAS  E MICRO-ONDAS, PARA REDUCAO DE EMISSOES DE GASES DE EFEITO ESTUFA.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;16201681;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;8254018,27;6861599,33;AREA DE ENERGIA
;8918421000108;3392,195;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;SEM MUNICÍPIO  -  0000000;27/06/2016;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;2512984,52;FUNDACAO DE APOIO A SERVICOS TECNICOS, ENSINO E FOMENTO;SEM CUSTO;27/06/2016;CONVERSAO DE AGUAS RESIDUARIAS EM BIOGAS E LODO EM ESTACAO DE TRATAMENTO DE ESGOTO PARA GERACAO DE ENERGIA AMBIENTAL SUSTENTAVEL.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15208981;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;CEARA;CE;3392195;2512984,52;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;8962306000130;7554,104;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;BRASILIA  -  5300108;03/10/2014;-;0;FUNDACAO DE APOIO A PESQUISA CIENTIFICA E TECNOLOGICA;SEM CUSTO;03/10/2014;IDENTIFICAR E VALIDAR GENES, SEQUENCIAS PROMOTORAS E REGULATORIAS COM LIBERDADE DE OPERACAO VISANDO O DESENVOLVIMENTO DE VARIEDADES GENETICAMENTE MODIFICADAS DE CANA-DE-ACUCAR PARA AUMENTO DE BIOMASSA E PRODUCAO DE ETANOL 2G, COM RECURSOS  DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;5300108;BRASILIA;PRIVADA;1;14204321;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;DISTRITO FEDERAL;DF;7554104;0;AREA DE INDUSTRIA E SERVICOS 1
;8962306000130;23759,97766;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;BRASILIA  -  5300108;03/10/2014;-;0;FUNDACAO DE APOIO A PESQUISA CIENTIFICA E TECNOLOGICA;SEM CUSTO;03/10/2014;DESENVOLVIMENTO DE ENZIMAS E LEVEDURAS INDUSTRIAIS PARA APLICACAO NA PRODUCAO DE ETANOL CELULOSICO, CUSTOMIZADOS PARA APLICACAO NO PROCESSO DESENVOLVIDO PELO CTC DE INTEGRACAO DE USINAS DE CANA-DE-ACUCAR DE PRIMEIRA E DE SEGUNDA GERACAO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;5300108;BRASILIA;PRIVADA;1;14204361;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;DISTRITO FEDERAL;DF;23759977,66;0;AREA DE INDUSTRIA E SERVICOS 1
;18025536000127;3408,4;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;ITAJUBA  -  3132404;30/03/2015;-;0;FUNDACAO DE PESQUISA E ASSESSORAMENTO A INDUSTRIA;SEM CUSTO;30/03/2015;DESENVOL. DE UMA PLATAFORMA DE CIS (CIRCUITOS INTEG.) PARA APLICAÇÕES IND. E DESENVOL. DE ASIC (APPLICATION SPECIFIC INTEG. CIRCUIT) PARA UMA LINHA DE POSICIONADORES E ATUADORES INTEL. PARA VÁLVULAS DE CONTROLE A PARTIR DA PLATAFORMA DE CIS DESENVOLVIDA, COM RECURSOS DO BNDES FUNDO TEC.-BNDES FUNTEC;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3132404;ITAJUBA;PRIVADA;1;14211501;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;MINAS GERAIS;MG;3408400;0;AREA DE INDUSTRIA E SERVICOS 1
;8663733000118;32321;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;BELO HORIZONTE  -  3106200;21/05/2013;-;0;CENTRO DE INOVACOES CSEM BRASIL;SEM CUSTO;21/05/2013;INSTALACAO DE UMA PLATAFORMA DE ELETRONICA ORGANICA IMPRESSA E DESENVOLVIMENTO DE PAINEIS FOTOVOLTAICOS DE BAIXO CUSTO BASEADOS NESTA TECNOLOGIA, COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3106200;BELO HORIZONTE;PRIVADA;1;13203711;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;MINAS GERAIS;MG;32321000;0;AREA DE INDUSTRIA E SERVICOS 1
;92959006000109;1428,28034;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;PORTO ALEGRE  -  4314902;15/06/2015;-;0;ASSOCIACAO ANTONIO VIEIRA;SEM CUSTO;15/06/2015;DESENVOLVIMENTO DE TECNOLOGIA NACIONAL, INCLUINDO MATERIAIS E PROCESSOS, PARA A FABRICACAO DE ANTENAS PARA ETIQUETAS ELETRONICAS DE ULTRA-ALTA FREQUENCIA (RFTAG UHF), COM CUSTO COMPETITIVO, EMPREGANDO A TECNOLOGIA DE ELETRONICA ORGANICA IMPRESSA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4314902;PORTO ALEGRE;PRIVADA;1;14207321;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;RIO GRANDE DO SUL;RS;1428280,34;0;AREA DE INDUSTRIA E SERVICOS 1
;5114927000176;3205,574;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2008;PORTO ALEGRE  -  4314902;27/03/2008;-;0;CENTRO DE EXCELENCIA EM TECNOLOGIA ELETRONICA AVANCADA;SEM CUSTO;27/03/2008;DESENVOLV. DE SISTEMA DE IDENTIFICACAO P/RADIO FREQUENCIA P/RASTREABILIDADE BOVINA, INCLUINDO CHIP (CIRCUITO INTEGRADO) DE IDENTIFICACAO ELETRONICA,TAG DE RASTREABILIDADE E DO PRO-CESSO DE FABRICACAO DOS SEMICONDUTORES EM LINHA CMOS (COMPLEMENTARY METAL-OXIDE-SEMICONDUCTOR) NO AMBITO DO FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4314902;PORTO ALEGRE;PRIVADA;1;08201761;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;S9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIV SERVIÇOS;NÃO SE APLICA;RIO GRANDE DO SUL;RS;3205574;0;AREA DE INDUSTRIA E SERVICOS 1
;5114927000176;14937,24;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2008;PORTO ALEGRE  -  4314902;27/03/2008;-;0;CENTRO DE EXCELENCIA EM TECNOLOGIA ELETRONICA AVANCADA;SEM CUSTO;27/03/2008;DESENVOLV. DE SISTEMA DE IDENTIFICACAO P/RADIO FREQUENCIA P/RASTREABILIDADE BOVINA, INCLUINDO CHIP (CIRCUITO INTEGRADO) DE IDENTIFICACAO ELETRONICA,TAG DE RASTREABILIDADE E DO PRO-CESSO DE FABRICACAO DOS SEMICONDUTORES EM LINHA CMOS (COMPLEMENTARY METAL-OXIDE-SEMICONDUCTOR) NO AMBITO DO FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4314902;PORTO ALEGRE;PRIVADA;1;08201761;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;S9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIV SERVIÇOS;NÃO SE APLICA;RIO GRANDE DO SUL;RS;14937240;0;AREA DE INDUSTRIA E SERVICOS 1
;849774000191;3242,42773;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;CONCORDIA  -  4204301;26/08/2016;-;0;FUNDACAO DE APOIO A PESQUISA E AO DESENVOLVIMENTO-FAPED;SEM CUSTO;26/08/2016;DESENVOLVIMENTO DE UM SISTEMA BIOTECNOLOGICO MODULAR E UM BIODIGESTOR DE LODO PARA TRATAMENTO DAS AGUAS RESIDUARIAS (EFLUENTES) DA SUINOCULTURA, POSSIBILITANDO O SEU REUSO NAS INSTALACOES OU APLICACAO NAS AREAS AGRICOLAS PARA IRRIGACAO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4204301;CONCORDIA;PRIVADA;1;15208371;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SANTA CATARINA;SC;3242427,73;0;AREA DE INDUSTRIA E SERVICOS 1
;78626363000124;7032;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;FLORIANOPOLIS  -  4205407;30/12/2015;-;0;FUNDACAO CENTROS DE REFERENCIA EM TECNOLOGIAS INOVADORA;SEM CUSTO;30/12/2015;DESENVOLVIMENTO DE PAINEIS FOTOVOLTAICOS COMPACTOS A PARTIR DE CELULAS SOLARES ORGANICAS, COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4205407;FLORIANOPOLIS;PRIVADA;1;15208871;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SANTA CATARINA;SC;7032000;0;AREA DE INDUSTRIA E SERVICOS 1
;2641663000110;10383,2838;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;CAMPINAS  -  3509502;21/10/2015;-;0;FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM;SEM CUSTO;21/10/2015;DESENVOLVIMENTO DE TECNOLOGIAS DE RADIOCOMUNICACAO E SENSORIAMENTO PARA O ATENDIMENTO DE PLANTA DE PRODUCAO CANAVIEIRA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;15205111;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;10383283,8;0;AREA DE INDUSTRIA E SERVICOS 1
